flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2024-09-24,scheduled,"{'airport': 'Wellington International', 'timezone': 'Pacific/Auckland', 'iata': 'WLG', 'icao': 'NZWN', 'terminal': None, 'gate': '13', 'delay': None, 'scheduled': '2024-09-24T09:45:00+00:00', 'estimated': '2024-09-24T09:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Auckland International', 'timezone': 'Pacific/Auckland', 'iata': 'AKL', 'icao': 'NZAA', 'terminal': 'D', 'gate': '30', 'baggage': 'DTB2', 'delay': None, 'scheduled': '2024-09-24T10:50:00+00:00', 'estimated': '2024-09-24T10:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Qantas', 'iata': 'QF', 'icao': 'QFA'}","{'number': '8537', 'iata': 'QF8537', 'icao': 'QFA8537', 'codeshared': {'airline_name': 'air new zealand', 'airline_iata': 'nz', 'airline_icao': 'anz', 'flight_number': '416', 'flight_iata': 'nz416', 'flight_icao': 'anz416'}}",,
2024-09-24,scheduled,"{'airport': 'Iloilo International', 'timezone': 'Asia/Manila', 'iata': 'ILO', 'icao': 'RPVI', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T06:00:00+00:00', 'estimated': '2024-09-24T06:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Ninoy Aquino International', 'timezone': 'Asia/Manila', 'iata': 'MNL', 'icao': 'RPLL', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T07:10:00+00:00', 'estimated': '2024-09-24T07:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'China Airlines', 'iata': 'CI', 'icao': 'CAL'}","{'number': '8940', 'iata': 'CI8940', 'icao': 'CAL8940', 'codeshared': {'airline_name': 'philippine airlines', 'airline_iata': 'pr', 'airline_icao': 'pal', 'flight_number': '2140', 'flight_iata': 'pr2140', 'flight_icao': 'pal2140'}}",,
2024-09-24,scheduled,"{'airport': 'Beijing Capital International', 'timezone': 'Asia/Shanghai', 'iata': 'PEK', 'icao': 'ZBAA', 'terminal': '2', 'gate': 'G', 'delay': None, 'scheduled': '2024-09-24T06:30:00+00:00', 'estimated': '2024-09-24T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Yantai', 'timezone': 'Asia/Shanghai', 'iata': 'YNT', 'icao': 'ZSYT', 'terminal': 'T2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T07:45:00+00:00', 'estimated': '2024-09-24T07:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air China LTD', 'iata': 'CA', 'icao': 'CCA'}","{'number': '1585', 'iata': 'CA1585', 'icao': 'CCA1585', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Rabaul Airport', 'timezone': None, 'iata': 'RAB', 'icao': 'AYTK', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T07:05:00+00:00', 'estimated': '2024-09-24T07:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Jackson Field', 'timezone': 'Pacific/Port_Moresby', 'iata': 'POM', 'icao': 'AYPY', 'terminal': 'D', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T08:25:00+00:00', 'estimated': '2024-09-24T08:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air Niugini', 'iata': 'PX', 'icao': 'ANG'}","{'number': '275', 'iata': 'PX275', 'icao': 'ANG275', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Hangzhou', 'timezone': 'Asia/Shanghai', 'iata': 'HGH', 'icao': 'ZSHC', 'terminal': '3', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T06:45:00+00:00', 'estimated': '2024-09-24T06:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Qingyang', 'timezone': 'Asia/Shanghai', 'iata': 'IQN', 'icao': 'ZLQY', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:15:00+00:00', 'estimated': '2024-09-24T09:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Tibet Airlines', 'iata': 'TV', 'icao': 'TBA'}","{'number': '2095', 'iata': 'TV2095', 'icao': 'TBA2095', 'codeshared': {'airline_name': 'loong air', 'airline_iata': 'gj', 'airline_icao': 'cdc', 'flight_number': '8581', 'flight_iata': 'gj8581', 'flight_icao': 'cdc8581'}}",,
2024-09-24,scheduled,"{'airport': 'Guangzhou Baiyun International', 'timezone': 'Asia/Shanghai', 'iata': 'CAN', 'icao': 'ZGGG', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T06:30:00+00:00', 'estimated': '2024-09-24T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': None, 'timezone': None, 'iata': 'YSQ', 'icao': 'ZYSQ', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T12:20:00+00:00', 'estimated': '2024-09-24T12:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': '9 Air Co', 'iata': 'AQ', 'icao': 'JYH'}","{'number': '1189', 'iata': 'AQ1189', 'icao': 'JYH1189', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Seoul (Incheon)', 'timezone': 'Asia/Seoul', 'iata': 'ICN', 'icao': 'RKSI', 'terminal': '1', 'gate': 'L13', 'delay': None, 'scheduled': '2024-09-24T07:10:00+00:00', 'estimated': '2024-09-24T07:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Kansai International', 'timezone': 'Asia/Tokyo', 'iata': 'KIX', 'icao': 'RJBB', 'terminal': '2', 'gate': '85', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:00:00+00:00', 'estimated': '2024-09-24T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Jeju Air', 'iata': '7C', 'icao': 'JJA'}","{'number': '1304', 'iata': '7C1304', 'icao': 'JJA1304', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Guangzhou Baiyun International', 'timezone': 'Asia/Shanghai', 'iata': 'CAN', 'icao': 'ZGGG', 'terminal': None, 'gate': 'K', 'delay': None, 'scheduled': '2024-09-24T02:40:00+00:00', 'estimated': '2024-09-24T02:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Narita International Airport', 'timezone': 'Asia/Tokyo', 'iata': 'NRT', 'icao': 'RJAA', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T07:55:00+00:00', 'estimated': '2024-09-24T07:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'ANA', 'iata': 'NH', 'icao': 'ANA'}","{'number': '8490', 'iata': 'NH8490', 'icao': 'ANA8490', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Tianjin Binhai International', 'timezone': 'Asia/Shanghai', 'iata': 'TSN', 'icao': 'ZBTJ', 'terminal': '2', 'gate': '228', 'delay': None, 'scheduled': '2024-09-24T07:10:00+00:00', 'estimated': '2024-09-24T07:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Xiamen', 'timezone': 'Asia/Shanghai', 'iata': 'XMN', 'icao': 'ZSAM', 'terminal': '3', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:50:00+00:00', 'estimated': '2024-09-24T09:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Hebei Airlines', 'iata': 'NS', 'icao': 'HBH'}","{'number': '8132', 'iata': 'NS8132', 'icao': 'HBH8132', 'codeshared': {'airline_name': 'xiamen airlines', 'airline_iata': 'mf', 'airline_icao': 'cxa', 'flight_number': '8136', 'flight_iata': 'mf8136', 'flight_icao': 'cxa8136'}}",,
2024-09-24,scheduled,"{'airport': 'Quaid-e-azam International', 'timezone': 'Asia/Karachi', 'iata': 'KHI', 'icao': 'OPKC', 'terminal': 'M', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T04:00:00+00:00', 'estimated': '2024-09-24T04:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Doha International', 'timezone': 'Asia/Qatar', 'iata': 'DOH', 'icao': 'OTHH', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T04:30:00+00:00', 'estimated': '2024-09-24T04:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Iberia', 'iata': 'IB', 'icao': 'IBE'}","{'number': '7907', 'iata': 'IB7907', 'icao': 'IBE7907', 'codeshared': {'airline_name': 'qatar airways', 'airline_iata': 'qr', 'airline_icao': 'qtr', 'flight_number': '605', 'flight_iata': 'qr605', 'flight_icao': 'qtr605'}}",,
2024-09-24,scheduled,"{'airport': 'Seoul (Incheon)', 'timezone': 'Asia/Seoul', 'iata': 'ICN', 'icao': 'RKSI', 'terminal': '2', 'gate': '230', 'delay': None, 'scheduled': '2024-09-24T07:30:00+00:00', 'estimated': '2024-09-24T07:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Chu-Bu Centrair International (Central Japan International)', 'timezone': 'Asia/Tokyo', 'iata': 'NGO', 'icao': 'RJGG', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:25:00+00:00', 'estimated': '2024-09-24T09:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Jin Air', 'iata': 'LJ', 'icao': 'JNA'}","{'number': '345', 'iata': 'LJ345', 'icao': 'JNA345', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Canberra', 'timezone': 'Australia/Sydney', 'iata': 'CBR', 'icao': 'YSCB', 'terminal': None, 'gate': '9', 'delay': None, 'scheduled': '2024-09-24T09:00:00+00:00', 'estimated': '2024-09-24T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Brisbane International', 'timezone': 'Australia/Brisbane', 'iata': 'BNE', 'icao': 'YBBN', 'terminal': 'D', 'gate': None, 'baggage': 'D02', 'delay': None, 'scheduled': '2024-09-24T10:40:00+00:00', 'estimated': '2024-09-24T10:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Qantas', 'iata': 'QF', 'icao': 'QFA'}","{'number': '1904', 'iata': 'QF1904', 'icao': 'QFA1904', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)', 'timezone': 'Asia/Taipei', 'iata': 'TPE', 'icao': 'RCTP', 'terminal': '2', 'gate': 'C5R', 'delay': None, 'scheduled': '2024-09-24T06:30:00+00:00', 'estimated': '2024-09-24T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Kansai International', 'timezone': 'Asia/Tokyo', 'iata': 'KIX', 'icao': 'RJBB', 'terminal': '1', 'gate': '11', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T10:10:00+00:00', 'estimated': '2024-09-24T10:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'EVA Air', 'iata': 'BR', 'icao': 'EVA'}","{'number': '178', 'iata': 'BR178', 'icao': 'EVA178', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)', 'timezone': 'Asia/Taipei', 'iata': 'TPE', 'icao': 'RCTP', 'terminal': '2', 'gate': 'C5R', 'delay': None, 'scheduled': '2024-09-24T06:30:00+00:00', 'estimated': '2024-09-24T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Kansai International', 'timezone': 'Asia/Tokyo', 'iata': 'KIX', 'icao': 'RJBB', 'terminal': '1', 'gate': '11', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T10:10:00+00:00', 'estimated': '2024-09-24T10:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Thai Airways International', 'iata': 'TG', 'icao': 'THA'}","{'number': '6354', 'iata': 'TG6354', 'icao': 'THA6354', 'codeshared': {'airline_name': 'eva air', 'airline_iata': 'br', 'airline_icao': 'eva', 'flight_number': '178', 'flight_iata': 'br178', 'flight_icao': 'eva178'}}",,
2024-09-24,scheduled,"{'airport': 'Fukuoka', 'timezone': 'Asia/Tokyo', 'iata': 'FUK', 'icao': 'RJFF', 'terminal': 'D', 'gate': '1', 'delay': None, 'scheduled': '2024-09-24T07:05:00+00:00', 'estimated': '2024-09-24T07:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Naha', 'timezone': 'Asia/Tokyo', 'iata': 'OKA', 'icao': 'ROAH', 'terminal': 'D', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T08:45:00+00:00', 'estimated': '2024-09-24T08:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'ANA', 'iata': 'NH', 'icao': 'ANA'}","{'number': '1201', 'iata': 'NH1201', 'icao': 'ANA1201', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Cairo International Airport', 'timezone': 'Africa/Cairo', 'iata': 'CAI', 'icao': 'HECA', 'terminal': '3', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T00:45:00+00:00', 'estimated': '2024-09-24T00:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Kuwait International', 'timezone': 'Asia/Kuwait', 'iata': 'KWI', 'icao': 'OKKK', 'terminal': '1', 'gate': 'T1', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T03:15:00+00:00', 'estimated': '2024-09-24T03:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air Canada', 'iata': 'AC', 'icao': 'ACA'}","{'number': '2855', 'iata': 'AC2855', 'icao': 'ACA2855', 'codeshared': {'airline_name': 'egyptair', 'airline_iata': 'ms', 'airline_icao': 'msr', 'flight_number': '612', 'flight_iata': 'ms612', 'flight_icao': 'msr612'}}",,
2024-09-24,scheduled,"{'airport': 'Larnaca', 'timezone': 'Asia/Nicosia', 'iata': 'LCA', 'icao': 'LCLK', 'terminal': None, 'gate': None, 'delay': 10, 'scheduled': '2024-09-24T00:25:00+00:00', 'estimated': '2024-09-24T00:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sturup', 'timezone': 'Europe/Stockholm', 'iata': 'MMX', 'icao': 'ESMS', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T03:25:00+00:00', 'estimated': '2024-09-24T03:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Sunclass Airlines', 'iata': 'DK', 'icao': 'VKG'}","{'number': '1489', 'iata': 'DK1489', 'icao': 'VKG1489', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Haneda Airport', 'timezone': 'Asia/Tokyo', 'iata': 'HND', 'icao': 'RJTT', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2024-09-24T08:05:00+00:00', 'estimated': '2024-09-24T08:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Miyazaki', 'timezone': 'Asia/Tokyo', 'iata': 'KMI', 'icao': 'RJFM', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:45:00+00:00', 'estimated': '2024-09-24T09:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air France', 'iata': 'AF', 'icao': 'AFR'}","{'number': '8176', 'iata': 'AF8176', 'icao': 'AFR8176', 'codeshared': {'airline_name': 'jal', 'airline_iata': 'jl', 'airline_icao': 'jal', 'flight_number': '687', 'flight_iata': 'jl687', 'flight_icao': 'jal687'}}",,
2024-09-24,scheduled,"{'airport': 'Indira Gandhi International', 'timezone': 'Asia/Kolkata', 'iata': 'DEL', 'icao': 'VIDP', 'terminal': '3', 'gate': '3', 'delay': None, 'scheduled': '2024-09-24T01:55:00+00:00', 'estimated': '2024-09-24T01:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Washington Dulles International', 'timezone': 'America/New_York', 'iata': 'IAD', 'icao': 'KIAD', 'terminal': None, 'gate': None, 'baggage': '20', 'delay': None, 'scheduled': '2024-09-24T07:15:00+00:00', 'estimated': '2024-09-24T07:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air India', 'iata': 'AI', 'icao': 'AIC'}","{'number': '103', 'iata': 'AI103', 'icao': 'AIC103', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': None, 'timezone': None, 'iata': 'IKA', 'icao': 'OIIE', 'terminal': None, 'gate': None, 'delay': 10, 'scheduled': '2024-09-24T01:30:00+00:00', 'estimated': '2024-09-24T01:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Gazipasa Airport', 'timezone': 'Europe/Istanbul', 'iata': 'GZP', 'icao': 'LTFG', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T03:46:00+00:00', 'estimated': '2024-09-24T03:46:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Freebird Airlines', 'iata': 'FH', 'icao': 'FHY'}","{'number': '934', 'iata': 'FH934', 'icao': 'FHY934', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Indira Gandhi International', 'timezone': 'Asia/Kolkata', 'iata': 'DEL', 'icao': 'VIDP', 'terminal': '2', 'gate': 'T26', 'delay': None, 'scheduled': '2024-09-24T01:45:00+00:00', 'estimated': '2024-09-24T01:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Chhatrapati Shivaji International (Sahar International)', 'timezone': 'Asia/Kolkata', 'iata': 'BOM', 'icao': 'VABB', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T04:00:00+00:00', 'estimated': '2024-09-24T04:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'IndiGo', 'iata': '6E', 'icao': 'IGO'}","{'number': '2716', 'iata': '6E2716', 'icao': 'IGO2716', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Brisbane International', 'timezone': 'Australia/Brisbane', 'iata': 'BNE', 'icao': 'YBBN', 'terminal': 'D', 'gate': None, 'delay': 5, 'scheduled': '2024-09-24T07:10:00+00:00', 'estimated': '2024-09-24T07:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'delay': None, 'scheduled': '2024-09-24T08:45:00+00:00', 'estimated': '2024-09-24T08:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Emirates', 'iata': 'EK', 'icao': 'UAE'}","{'number': '5505', 'iata': 'EK5505', 'icao': 'UAE5505', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '505', 'flight_iata': 'qf505', 'flight_icao': 'qfa505'}}",,
2024-09-24,scheduled,"{'airport': 'Xiamen', 'timezone': 'Asia/Shanghai', 'iata': 'XMN', 'icao': 'ZSAM', 'terminal': '4', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T07:05:00+00:00', 'estimated': '2024-09-24T07:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Jinan', 'timezone': 'Asia/Shanghai', 'iata': 'TNA', 'icao': 'ZSJN', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:25:00+00:00', 'estimated': '2024-09-24T09:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Shandong Airlines', 'iata': 'SC', 'icao': 'CDG'}","{'number': '8412', 'iata': 'SC8412', 'icao': 'CDG8412', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Abu Dhabi International', 'timezone': 'Asia/Dubai', 'iata': 'AUH', 'icao': 'OMAA', 'terminal': 'A', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T02:45:00+00:00', 'estimated': '2024-09-24T02:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Zia International', 'timezone': 'Asia/Dhaka', 'iata': 'DAC', 'icao': 'VGHS', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:30:00+00:00', 'estimated': '2024-09-24T09:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Biman Bangladesh Airlines', 'iata': 'BG', 'icao': 'BBC'}","{'number': '328', 'iata': 'BG328', 'icao': 'BBC328', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Babelthuap/Koror', 'timezone': 'Pacific/Palau', 'iata': 'ROR', 'icao': 'PTRO', 'terminal': None, 'gate': '3', 'delay': None, 'scheduled': '2024-09-24T02:05:00+00:00', 'estimated': '2024-09-24T02:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Guam International', 'timezone': 'Pacific/Guam', 'iata': 'GUM', 'icao': 'PGUM', 'terminal': '2', 'gate': '19', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T05:10:00+00:00', 'estimated': '2024-09-24T05:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'United Airlines', 'iata': 'UA', 'icao': 'UAL'}","{'number': '158', 'iata': 'UA158', 'icao': 'UAL158', 'codeshared': None}",,
